,inputs,preds,golds
682,modern2poem: 怎 堪 忍 受 正 当 玄 鬓 盛 年 的 好 时 光 ，,generated:忍 受 正 当 玄 盛 年 光 。,"不 堪 玄 鬓 影 ，
"
683,modern2poem: 隔 山 隔 水 已 度 过 多 少 年 。,generated:隔山 隔水 已 过 少 年 。,"几 度 隔 山 川 。
"
684,modern2poem: 水 寒 刺 骨 秋 风 如 剑 如 刀 。,generated:寒 刺 秋 风 剑 刀 。,"水 寒 风 似 刀 。
"
685,modern2poem: 庭 院 内 没 有 那 尘 杂 干 扰 ，,"generated:庭 院 无 那 尘,","户 庭 无 尘 杂 ，
"
686,modern2poem: 这 位 姑 娘 要 出 嫁 ，,generated:此 姑 娘 要 出 嫁 。,"之 子 于 归 ，
"
687,modern2poem: 自 从 河 南 地 区 经 历 战 乱 ， 关 内 一 带 漕 运 受 阻 致 使 饥 荒 四 起 ， 我 们 兄 弟 也 因 此 流 离 失 散 ， 各 自 在 一 处 。,"generated:河 南 地 区 经 战 乱, 关, 以, 其, 其, 其, 其, 其 。","自 河 南 经 乱 ， 关 内 阻 饥 ， 兄 弟 离 散 ， 各 在 一 处 。
"
688,modern2poem: 君 王 从 此 再 也 不 早 朝 了 。,generated:君 王 从 此 也 不 早 。,"从 此 君 王 不 早 朝 。
"
689,modern2poem: 衣 衫 被 沾 湿 并 不 可 惜 ． 只 希 望 不 违 背 我 归 耕 田 园 的 心 意 。,generated:衣 衣 湿 不 可 希 不 违 归 耕 田 园 的心 意 。,"衣 沾 不 足 惜 ， 但 使 愿 无 违 。
"
690,modern2poem: 你 与 沉 冤 的 屈 子 同 命 运 ， 应 投 诗 于 汨 罗 江 诉 说 冤 屈 与 不 平 。,generated:同 命 同 其 其 。,"应 共 冤 魂 语 ， 投 诗 赠 汨 罗 。
"
691,modern2poem: 后 宫 中 妃 嫔 不 下 三 千 人 ，,generated:后 宫 妃 不 三 千 人 。,"后 宫 佳 丽 三 千 人 ，
"
692,modern2poem: 昭 阳 殿 下 响 起 捣 衣 声 声 。,generated:昭 阳 殿 声 。,"昭 阳 殿 下 捣 衣 声 。
"
693,modern2poem: 玄 宗 返 回 长 安 杨 贵 妃 早 已 死 ， 旧 时 恩 爱 难 忘 国 家 开 始 振 兴 。,"generated:玄宗 返 长 安 杨 贵 妃 早 已, 旧 恩 爱 难 忘 国 家 开 兴 。","玄 宗 回 马 杨 妃 死 ， 云 雨 难 忘 日 月 新 。
"
694,modern2poem: 远 看 高 山 色 彩 明 亮 ， 走 近 一 听 水 却 没 有 声 音 。,"generated:远 高 山 色 彩 明, 走 一 听 水 却 无 声 。","远 看 山 有 色 ， 近 听 水 无 声 。
"
695,modern2poem: 她 宛 转 地 拒 绝 了 太 守 的 纠 缠 ， 说 ： 蚕 儿 已 饥 ， 我 该 赶 快 回 去 了 ， 太 守 大 人 ， 且 莫 在 此 耽 搁 您 宝 斑 的 时 间 了 。,generated:以 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其 其,"蚕 饥 妾 欲 去 ， 五 马 莫 留 连 。
"
696,modern2poem: 兰 舟 上 的 采 莲 女 把 湖 上 的 荷 花 采 下 来 送 给 游 人 ， 在 细 雨 斜 风 里 ， 她 们 头 上 的 翠 翘 被 打 湿 。,"generated:海 海 海 海 来 游, 在 细 雨, 人 头 。","献 花 游 女 木 兰 桡 ， 细 雨 斜 风 湿 翠 翘 。
"
697,modern2poem: 聚 首 如 胶 似 漆 作 别 却 象 无 情 ； 只 觉 得 酒 筵 上 要 笑 笑 不 出 声 。,generated:聚 如 胶 似 漆 作 别 象 无 情 只 觉 酒 酌 笑 不 出 声,"多 情 却 似 总 无 情 ， 唯 觉 樽 前 笑 不 成 。
"
698,modern2poem: 未 免 跪 地 挨 打 有 苦 向 谁 说 。,generated:不 跪 挨 有 苦 向 谁 。,"未 免 捶 楚 尘 埃 间 。
"
699,modern2poem: 这 里 只 有 满 天 枫 叶 飘 落 纷 纷 。,generated:此 有 天 枫 飘 纷 。,"枫 叶 落 纷 纷 。
"
700,modern2poem: 白 云 依 偎 安 静 沙 洲 ， 春 草 环 绕 道 院 闲 门 。,"generated:云 依 安 静 沙, 草 环 道 闲 门 。","白 云 依 静 渚 ， 春 草 闭 闲 门 。
"
701,modern2poem: 太 真 听 说 君 王 的 使 者 到 了 ，,generated:太真 听 君 王 来 。,"闻 道 汉 家 天 子 使 ，
"
702,modern2poem: 然 而 社 会 政 局 毫 无 生 气 终 究 是 一 种 悲 哀 。,generated:然 社 政 无 生 终 是 一 种 悲 。,"万 马 齐 喑 究 可 哀 。
"
703,modern2poem: 我 坐 在 窗 前 ， 可 以 望 见 西 岭 上 堆 积 着 终 年 不 化 的 积 雪 ， 门 前 停 泊 着 自 万 里 外 的 东 吴 远 行 而 来 的 船 只 。,generated:坐在窗前 可以 见 西 岭 堆 积 终 年 不 雪 门 停 自 万 里 外 东 吴 远 行 船 。,"窗 含 西 岭 千 秋 雪 ， 门 泊 东 吴 万 里 船 。
"
704,modern2poem: 身 体 想 要 奋 飞 疾 病 逼 我 卧 床 。,generated:身 体 欲 飞 疾 逼 卧 。,"身 欲 奋 飞 病 在 床 。
"
705,modern2poem: 温 和 而 又 恭 顺 ， 为 人 谨 慎 善 良 。,"generated:温和 又 恭 顺, 为 人 谨 善 。","终 温 且 惠 ， 淑 慎 其 身 。
"
706,modern2poem: 此 夜 投 宿 佛 寺 住 在 高 阁 上 ， 星 月 交 辉 掩 映 山 间 雾 朦 胧 。,"generated:此 夜 投 佛 寺 住 高 阁, 星 月 交 雾 。","夜 投 佛 寺 上 高 阁 ， 星 月 掩 映 云 曈 昽 。
"
707,modern2poem: 我 家 是 住 在 建 康 的 横 塘 。,generated:我 是 住 在 建康 的 横 塘 。,"妾 住 在 横 塘 。
"
708,modern2poem: 游 子 像 一 片 白 云 缓 缓 地 离 去 ，,generated:游子 像 一 白 云 缓 去 。,"白 云 一 片 去 悠 悠 ，
"
709,modern2poem: 灯 火 照 耀 着 西 宫 知 道 是 在 夜 饮 ，,generated:灯 照 西 宫 知 是 在 夜 饮 。,"火 照 西 宫 知 夜 饮 ，
"
710,modern2poem: 只 有 狂 雷 炸 响 般 的 巨 大 力 量 才 能 使 中 国 大 地 发 出 勃 勃 生 机 ， 然 而 社 会 政 局 毫 无 生 气 终 究 是 一 种 悲 哀 。,"generated:狂 雷 响 量 能 使 大 大, 然 社 政, 无 生, 终 是 一 种 悲 。","九 州 生 气 恃 风 雷 ， 万 马 齐 喑 究 可 哀 。
"
711,modern2poem: 边 疆 无 数 士 兵 流 血 形 成 了 海 水 ， 武 皇 开 拓 边 疆 的 念 头 还 没 停 止 。,"generated:边疆 无 士 兵 流 水, 武 开 边 疆 念 还 。","边 庭 流 血 成 海 水 ， 武 皇 开 边 意 未 已 。
"
712,modern2poem: 昨 晚 听 到 了 小 雨 淅 淅 淅 沥 沥 落 下 的 声 音 ，,generated:昨晚 听 小 雨 淅 沥 落 声 。,"昨 夜 一 霎 雨 ，
"
713,modern2poem: 独 自 吟 诵 白 头 吟 这 么 哀 怨 的 诗 行 。,generated:独 吟 白 吟 哀 怨 行 。,"来 对 白 头 吟 。
"
714,modern2poem: 来 来 往 往 张 眼 望 啊 ，,generated:来 来 往 张 眼 望 。,"挑 兮 达 兮 ，
"
715,modern2poem: 处 死 杨 妃 也 是 玄 宗 英 明 决 策 ， 不 然 就 会 步 陈 后 主 亡 国 后 尘 。,"generated:处 杨 妃 也 是 玄 宗 明 决, 不 会 步 陈 后 主 亡 国 后 尘 。","终 是 圣 明 天 子 事 ， 景 阳 宫 井 又 何 人 。
"
716,modern2poem: 半 亩 大 的 方 形 池 塘 像 一 面 镜 子 一 样 打 开 ， 清 澈 明 净 ， 天 光 、 云 影 在 水 面 上 闪 耀 浮 动 。,"generated:半 亩 大 方 池 像 一, 清 明, 云 光 在 水 。","半 亩 方 塘 一 鉴 开 ， 天 光 云 影 共 徘 徊 。
"
717,modern2poem: 柏 树 高 耸 云 雾 飘 来 气 接 巫 峡 ， 月 出 寒 光 高 照 寒 气 直 通 岷 山 。,"generated:柏 树 高 云 雾 飘 巫 峡, 月 寒 光 高 照 寒 直 岷 山 。","云 来 气 接 巫 峡 长 ， 月 出 寒 通 雪 山 白 。
"
718,modern2poem: 佛 经 真 谛 世 人 并 无 领 悟 ， 荒 诞 之 事 却 为 人 们 追 逐 。,"generated:经 真 世 人 无 领, 荒, 人 追 。","真 源 了 无 取 ， 妄 迹 世 所 逐 。
"
719,modern2poem: 晚 上 身 染 御 炉 的 香 气 回 归 。,generated:晚 身 染 御 炉 香 归 。,"暮 惹 御 香 归 。
"
720,modern2poem: 鹦 鹉 洲 上 有 一 片 碧 绿 的 芳 草 覆 盖 。,generated:鹦鹉 洲 有 一 碧 绿 草 覆 。,"芳 草 萋 萋 鹦 鹉 洲 。
"
721,modern2poem: 我 虽 然 很 喜 爱 这 首 古 时 的 曲 调 ， 但 在 今 天 人 们 大 多 已 不 去 弹 奏 了 。,"generated:我 虽 然 爱 古 时, 但 在 天 人 们 多 已 不 奏 。","古 调 虽 自 爱 ， 今 人 多 不 弹 。
"
722,modern2poem: 由 此 开 始 得 到 皇 帝 的 恩 宠 。,generated:由此 开 得 皇 帝 恩 。,"始 是 新 承 恩 泽 时 。
"
723,modern2poem: 长 安 城 内 一 片 月 光 ， 千 户 万 户 都 在 捣 衣 。,generated:长安 城 一 月 万 都 在 捣 衣 。,"长 安 一 片 月 ， 万 户 捣 衣 声 。
"
724,modern2poem: 哀 鸣 的 胡 雁 夜 夜 从 空 中 飞 过 ，,generated:哀 鸣 雁 夜 从 空 过 。,"胡 雁 哀 鸣 夜 夜 飞 ，
"
725,modern2poem: 如 今 回 来 路 途 中 ， 大 雪 纷 纷 满 天 飞 。,"generated:如今 来 路 途, 大 雪, 天 飞 。","今 我 来 思 ， 雨 雪 霏 霏 。
"
726,modern2poem: 饥 渴 交 加 实 在 难 忍 。,generated:饥 渴 交 实 难 忍 。,"载 饥 载 渴 。
"
727,modern2poem: 听 说 你 怀 有 二 心 ， 所 以 来 与 你 决 裂 。,generated:听 说 有 有 有 有 有 有 有 与 决 。,"闻 君 有 两 意 ， 故 来 相 决 绝 。
"
728,modern2poem: 譬 如 河 宗 献 宝 之 后 穆 王 归 天 ，,generated:譬如河 宗 献 宝 穆 归 天 。,"自 从 献 宝 朝 河 宗 ，
"
729,modern2poem: 这 位 姑 娘 要 出 嫁 ， 喜 气 洋 洋 归 夫 家 。,generated:姑 娘 要 出 嫁 喜 洋 归 夫 。,"之 子 于 归 ， 宜 其 室 家 。
"
730,modern2poem: 何 处 去 寻 找 武 侯 诸 葛 亮 的 祠 堂 ？ 在 成 都 城 外 那 柏 树 茂 密 的 地 方 。,generated:何 去 求 武 侯 诸 葛 亮 祠? 在 都 城 那 柏 树 茂 地 方 。,"丞 相 祠 堂 何 处 寻 ， 锦 官 城 外 柏 森 森 。
"
731,modern2poem: 丁 大 约 定 今 晚 来 寺 住 宿 ， 独 自 抚 琴 站 在 山 路 等 你 。,"generated:丁 大 定 今 晚 寺 住, 独 站 在 山 等 你","之 子 期 宿 来 ， 孤 琴 候 萝 径 。
"
732,modern2poem: 月 光 明 亮 星 光 稀 疏 ，,"generated:月光 明 亮 光 稀 疏,","月 明 星 稀 ，
"
733,modern2poem: 吊 影 伤 情 好 像 离 群 孤 雁 ， 漂 泊 无 踪 如 断 根 的 秋 蓬 。,generated:影 伤 情 好 孤 雁 漂 如 断 根 蓬 。,"吊 影 分 为 千 里 雁 ， 辞 根 散 作 九 秋 蓬 。
"
734,modern2poem: 远 处 雪 岭 那 边 朝 廷 的 使 臣 还 稽 留 天 外 未 归 ， 近 处 松 州 一 带 也 还 驻 扎 着 朝 廷 的 军 队 。,"generated:远 雪 那 朝 廷 使 臣 还 稽 留 天, 近 松 一 也 驻 朝 廷 军 。","雪 岭 未 归 天 外 使 ， 松 州 犹 驻 殿 前 军 。
"
735,modern2poem: 清 澈 的 川 水 环 绕 一 片 草 木 ， 驾 车 马 徐 徐 而 去 从 容 悠 闲 。,"generated:清 澈 水 环 一 草 木, 驾 马 徐, 去 容 悠 。","清 川 带 长 薄 ， 车 马 去 闲 闲 。
"
736,modern2poem: 世 事 渺 茫 自 我 的 命 运 怎 能 预 料 ，,generated:渺茫 自 我 运 何 能 预 。,"世 事 茫 茫 难 自 料 ，
"
737,modern2poem: 薇 菜 的 茎 叶 变 老 了 。,generated:薇 菜 茎 叶 老 。,"薇 亦 刚 止 。
"
738,modern2poem: 登 高 远 望 天 地 间 壮 观 景 象 ， 大 江 悠 悠 东 流 去 永 不 回 还 。,"generated:高 远 望 天 地 壮 观 景, 大 流 去 永 不 归 。","登 高 壮 观 天 地 间 ， 大 江 茫 茫 去 不 还 。
"
739,modern2poem: 原 先 她 是 越 溪 的 一 个 浣 纱 女 ， 后 来 却 成 了 吴 王 宫 里 的 爱 妃 。,"generated:先 是 越 渓 一 纱 女, 后 是 王 宮 里的 爱 妃 。","朝 为 越 溪 女 ， 暮 作 吴 宫 妃 。
"
740,modern2poem: 家 业 在 灾 年 中 荡 然 一 空 ，,generated:家 业 在 灾 年 荡 然 一 空 。,"时 难 年 荒 世 业 空 ，
"
741,modern2poem: 欢 腾 的 擂 鼓 声 震 动 了 周 围 的 山 川 。,generated:欢 鼓 声 震 周 河 。,"雷 鼓 动 山 川 。
"
742,modern2poem: 此 次 离 别 不 知 你 们 心 绪 何 如 ，,generated:此 离 不 知 你 心 何 。,"嗟 君 此 别 意 何 如 ，
"
743,modern2poem: 每 逢 节 令 仍 举 行 隆 重 的 祭 祀 。,generated:每逢节 令 仍 行 隆 祭 。,"岁 时 伏 腊 走 村 翁 。
"
744,modern2poem: 流 放 岭 南 与 亲 人 断 绝 了 音 信 ，,generated:流 岭 南 亲 断 音 信 。,"岭 外 音 书 断 ，
"
745,modern2poem: 那 美 丽 贤 淑 的 女 子 ，,"generated:美 丽 贤 淑 女,","窈 窕 淑 女 ，
"
746,modern2poem: 将 帅 们 坐 在 车 上 ，,generated:将帅们 坐在车上 。,"君 子 所 依 ，
"
747,modern2poem: 出 征 将 士 很 少 能 够 生 还 。,generated:出征 将 士 少 能 生 。,"不 见 有 人 还 。
"
748,modern2poem: 离 别 后 如 浮 云 飘 流 不 定 ， 岁 月 如 流 水 一 晃 过 十 年 。,generated:离 别 如 浮 云 不 定 年 月 如 流 一 晃 过 十 年 。,"浮 云 一 别 后 ， 流 水 十 年 间 。
"
749,modern2poem: 心 怀 忧 虑 啊 又 何 忍 一 走 了 之 ，,generated:心 怀 忧 何 忍 一 走 。,"忧 来 其 如 何 ？
"
750,modern2poem: 宫 女 搀 扶 起 她 如 出 水 芙 蓉 软 弱 娉 婷 ，,generated:宫 女 扶 其 如 水 芙 蓉 软 娉 婷 。,"侍 儿 扶 起 娇 无 力 ，
"
751,modern2poem: 它 的 根 牢 牢 地 扎 在 岩 石 缝 中 。,generated:根 牢 在 岩 石 缝 。,"立 根 原 在 破 岩 中 。
"
752,modern2poem: 宦 官 骑 马 飞 驰 不 敢 扬 起 灰 尘 ，,generated:宦官 骑 马 飞 不 扬 灰 尘 。,"黄 门 飞 鞚 不 动 尘 ，
"
753,modern2poem: 隔 着 篱 笆 唤 来 喝 尽 余 杯 ！,generated:隔 篱 笆 唤 饮 余 杯!,"隔 篱 呼 取 尽 馀 杯 。
"
754,modern2poem: 密 雨 斜 打 在 长 满 薜 荔 的 墙 上 。,generated:密雨 斜 在 长 满 荔 的 墙 。,"密 雨 斜 侵 薜 荔 墙 。
"
755,modern2poem: 你 说 因 为 生 活 不 得 意 ，,"generated:以 生 不 意,","君 言 不 得 意 ，
"
756,modern2poem: 零 丁 洋 身 陷 元 虏 可 叹 我 孤 苦 零 丁 。,generated:零 丁 洋 身 陷 元 可 叹 孤 零 丁 。,"零 丁 洋 里 叹 零 丁 。
"
757,modern2poem: 贾 谊 被 贬 在 此 地 居 住 三 年 ，,generated:贾 谊 被 贬 在 此 居 三 年 。,"三 年 谪 宦 此 栖 迟 ，
"
758,modern2poem: 豆 苗 采 了 又 采 ，,"generated:采 采,","采 薇 采 薇 ，
"
759,modern2poem: 想 在 山 中 找 个 人 家 去 投 宿 ， 隔 水 询 问 那 樵 夫 可 否 方 便 ？,"generated:想 在 山 找 人 去 投, 隔 水 问 那 樵 可 否 方?","欲 投 人 处 宿 ， 隔 水 问 樵 夫 。
"
760,modern2poem: 到 底 是 西 湖 六 月 天 的 景 色 ，,generated:底 是 西 湖 月 天 色 。,"毕 竟 西 湖 六 月 中 ，
"
761,modern2poem: 人 黄 昏 时 ， 胡 骑 扬 起 满 城 的 尘 土 ， 我 想 去 城 南 ， 却 望 着 城 北 。,generated:人 黄 昏 胡 扬 满 城 南 。,"黄 昏 胡 骑 尘 满 城 ， 欲 往 城 南 望 城 北 。
"
762,modern2poem: 唯 独 我 没 有 出 路 。,generated:唯独 我 无 路 。,"我 独 不 得 出 。
"
763,modern2poem: 为 你 取 名 叫 做 俨 ，,generated:以 以 作 为 。,"名 汝 曰 俨 ，
"
764,modern2poem: 它 还 表 现 为 宁 死 不 降 的 严 将 军 的 头 ， 表 现 为 拼 死 抵 抗 的 嵇 侍 中 的 血 。,"generated:安 死 不 降, 作 死 抵, 作 嵇 。","为 严 将 军 头 ， 为 嵇 侍 中 血 。
"
765,modern2poem: 天 上 万 里 黄 云 变 动 着 风 色 ，,"generated:天 万 里 黄 云 变,","黄 云 万 里 动 风 色 ，
"
766,modern2poem: 黄 叶 已 经 衰 枯 ， 风 雨 仍 在 摧 毁 ， 豪 门 贵 族 的 高 楼 里 ， 阔 人 们 正 在 轻 歌 曼 舞 ， 演 奏 着 急 管 繁 弦 。,"generated:已 衰, 风,, 豪, 高, 阔 人 正,, 。","黄 叶 仍 风 雨 ， 青 楼 自 管 弦 。
"
767,modern2poem: 各 山 间 山 谷 迥 异 阴 晴 多 变 。,generated:各 山 间 谷 迥 阴 多 变 。,"阴 晴 众 壑 殊 。
"
768,modern2poem: 惶 恐 滩 的 惨 败 让 我 至 今 依 然 惶 恐 ，,generated:恐 沙 摧 令 我 至 然 。,"惶 恐 滩 头 说 惶 恐 ，
"
769,modern2poem: 昨 天 夜 里 我 们 还 在 月 色 中 同 行 。,generated:昨天 夜 我 在 月 色 同 行 。,"昨 夜 月 同 行 。
"
770,modern2poem: 为 你 取 字 叫 求 思 。,generated:以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以 以,"字 汝 求 思 。
"
771,modern2poem: 狭 窄 的 山 径 草 木 丛 生 ，,generated:狭窄 山 径 草 丛 生 。,"道 狭 草 木 长 ，
"
772,modern2poem: 书 写 数 张 还 可 换 回 一 群 白 鹅 。,generated:书 写 数 可 换 一 群 白 鹅,"数 纸 尚 可 博 白 鹅 。
"
773,modern2poem: 织 女 正 摆 动 柔 长 洁 白 的 双 手 ， 织 布 机 札 札 不 停 地 响 个 不 停 。,generated:织 女 正 摆 柔 洁 白 布 札 不 停 地 响 不 。,"纤 纤 擢 素 手 ， 札 札 弄 机 杼 。
"
774,modern2poem: 巫 峡 猿 猴 悲 啼 令 人 伤 心 流 泪 ， 衡 阳 的 归 雁 会 为 我 捎 来 回 书 。,"generated:巫 猿 猴 悲 鸣 人 伤, 衡 雁 会 为 我 携 。","巫 峡 啼 猿 数 行 泪 ， 衡 阳 归 雁 几 封 书 。
"
775,modern2poem: 昨 天 夜 里 梦 见 花 落 闲 潭 ，,"generated:昨 夜 梦 花 闲,","昨 夜 闲 潭 梦 落 花 ，
"
776,modern2poem: 掀 开 窗 帘 玩 赏 那 初 升 的 玉 兔 。,generated:窗帘 赏 那 初 升 玉 兔 。,"开 帷 月 初 吐 。
"
777,modern2poem: 你 难 道 没 有 看 见 吗 ？ 那 黄 河 之 水 犹 如 从 天 上 倾 泻 而 来 ， 波 涛 翻 滚 直 奔 东 海 从 来 不 会 再 往 回 流 。,"generated:难 无 看 那 河 水 如 从 天 降, 波 浪 从 不 会 回 。","君 不 见 ， 黄 河 之 水 天 上 来 ， 奔 流 到 海 不 复 回 。
"
778,modern2poem: 秋 天 景 色 引 起 我 的 乡 思 。,generated:秋 景 色 引 我 的 乡 思 。,"秋 日 望 乡 心 。
"
779,modern2poem: 红 旗 冻 僵 了 风 也 无 法 牵 引 。,generated:红旗 冻 风 无 法 牵 。,"风 掣 红 旗 冻 不 翻 。
"
780,modern2poem: 清 风 吹 开 云 雾 月 光 放 清 波 。,generated:清 风 吹 云 雾 光 放 清 波 。,"清 风 吹 空 月 舒 波 。
"
781,modern2poem: 到 底 是 西 湖 六 月 天 的 景 色 ， 风 光 与 其 它 季 节 确 实 不 同 。,"generated:底 是 西 湖 月 天 色, 光 其 季 真 不 同 。","毕 竟 西 湖 六 月 中 ， 风 光 不 与 四 时 同 。
"
782,modern2poem: 问 客 人 为 什 么 来 ，,generated:客 人 为 来 。,"问 客 何 为 来 ，
"
783,modern2poem: 大 江 悠 悠 东 流 去 永 不 回 还 。,generated:大 江 悠 东 去 永 不 还 。,"大 江 茫 茫 去 不 还 。
"
784,modern2poem: 等 候 着 你 的 孤 舟 从 天 涯 回 还 。,generated:等 孤 从 天 归 。,"天 涯 孤 棹 还 。
"
785,modern2poem: 江 面 上 传 来 马 的 嘶 鸣 看 船 归 ， 柳 荫 下 的 人 们 等 待 着 船 靠 岸 。,"generated:江 上 传 马, 柳 等 船 靠 岸 。","波 上 马 嘶 看 棹 去 ， 柳 边 人 歇 待 船 归 。
"
786,modern2poem: 宝 塔 宛 如 平 地 涌 出 ，,generated:宝塔 宛如 平 地 涌 。,"塔 势 如 涌 出 ，
"
787,modern2poem: 兄 弟 分 散 各 自 你 西 我 东 。,generated:兄 弟 分 自 西 我 东,"弟 兄 羁 旅 各 西 东 。
"
788,modern2poem: 看 死 亡 就 好 像 回 归 故 里 。,generated:见 亡 好 归 故 。,"视 死 忽 如 归 ！
"
789,modern2poem: 那 墙 角 的 几 枝 梅 花 ，,generated:那 墙 角 枝 梅 花 。,"墙 角 数 枝 梅 ，
"
790,modern2poem: 微 风 吹 拂 着 清 香 四 溢 的 兰 杜 。,generated:微风 吹 清 香 四 杜,"微 风 吹 兰 杜 。
"
791,modern2poem: 我 也 想 要 谢 绝 世 俗 ，,generated:诗 我 也 想 谢 绝 世 俗 。,"余 亦 谢 时 去 ，
"
792,modern2poem: 它 还 表 现 为 宁 死 不 降 的 严 将 军 的 头 ，,generated:安息 安 死 严 将军 。,"为 严 将 军 头 ，
"
793,modern2poem: 惶 恐 滩 的 惨 败 让 我 至 今 依 然 惶 恐 ， 零 丁 洋 身 陷 元 虏 可 叹 我 孤 苦 零 丁 。,"generated:恐 滩, 以 然 恐, 零 丁 洋 身 陷 元 可 叹 孤, 零 丁 。","惶 恐 滩 头 说 惶 恐 ， 零 丁 洋 里 叹 零 丁 。
"
794,modern2poem: 微 风 吹 拂 着 江 岸 的 细 草 ，,generated:微风 吹 河 岸 细 草 。,"细 草 微 风 岸 ，
"
795,modern2poem: 秀 美 的 庐 山 挺 拔 在 南 斗 旁 ， 九 叠 云 屏 像 锦 绣 云 霞 铺 张 。,"generated:秀美 庐 山 挺 在 斗, 九 叠 云 屏 锦 绣 云 霞 铺 。","庐 山 秀 出 南 斗 傍 ， 屏 风 九 叠 云 锦 张 。
"
796,modern2poem: 织 锦 回 文 诉 说 思 念 的 长 恨 ， 楼 上 花 枝 取 笑 我 依 然 独 眠 。,"generated:织 锦 诉 思 念, 花 枝 取 我 依 然 独 眠 。","机 中 锦 字 论 长 恨 ， 楼 上 花 枝 笑 独 眠 。
"
797,modern2poem: 老 牛 和 骏 马 被 关 在 一 起 共 用 一 槽 ， 凤 凰 住 在 鸡 窝 里 像 鸡 一 样 饮 食 起 居 。,"generated:老牛 骏 马 被 关 一, 凤 住 鸡 窝 像 鸡 饮, 居 。","牛 骥 同 一 皂 ， 鸡 栖 凤 凰 食 。
"
798,modern2poem: 就 在 河 水 那 一 方 。,generated:河 水 那 方 。,"在 水 一 方 。
"
799,modern2poem: 风 和 日 丽 游 春 在 泗 水 之 滨 ，,generated:风 日 丽 游 在 泗 水 滨 。,"胜 日 寻 芳 泗 水 滨 ，
"
800,modern2poem: 进 入 黄 花 川 游 览 ， 每 每 都 去 追 逐 那 条 青 溪 。,"generated:入 黄 花 川 游, 逐 那 青 溪 。","言 入 黄 花 川 ， 每 逐 清 溪 水 。
"
801,modern2poem: 淡 淡 月 光 泻 在 水 上 泄 在 树 上 ， 轻 悠 悠 的 波 光 涟 漪 荡 入 窗 户 。,"generated:淡 月 光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","清 辉 澹 水 木 ， 演 漾 在 窗 户 。
"
802,modern2poem: 癫 病 患 者 夜 生 子 ， 急 取 灯 火 瞧 仔 细 。,"generated:癫 病 患 夜 生 子, 急 取 灯, 细 。","厉 夜 生 子 ， 遽 而 求 火 。
"
803,modern2poem: 俯 听 山 风 呼 啸 迅 猛 。,generated:仰 山 风 呼 迅 猛 。,"俯 听 闻 惊 风 。
"
804,modern2poem: 有 时 空 闲 ， 步 过 信 陵 郡 ， 来 点 酒 饮 ， 脱 剑 横 在 膝 前 。,"generated:时空 闲 过 信 陵, 来 酒, 脱 剑 。","闲 过 信 陵 饮 ， 脱 剑 膝 前 横 。
"
805,modern2poem: 波 涛 汹 涌 似 乎 把 岳 阳 城 撼 动 。,generated:波 涛 汹 似 其 岳 阳 城 撼 。,"波 撼 岳 阳 城 。
"
806,modern2poem: 向 东 望 无 心 鞭 马 任 由 马 前 进 回 京 城 。,generated:向东 望 无 鞭 马 任 马 前 进 京 城 。,"东 望 都 门 信 马 归 。
"
807,modern2poem: 贫 家 的 女 儿 不 识 绮 罗 的 芳 香 ， 想 托 个 良 媒 说 亲 更 感 到 悲 伤 。,generated:贫 家 儿 不 知 绮 罗 芳 。,"蓬 门 未 识 绮 罗 香 ， 拟 托 良 媒 益 自 伤 。
"
808,modern2poem: 淮 南 子 有 一 叶 落 而 知 岁 暮 之 句 ； 我 悟 到 洞 庭 波 兮 木 叶 下 的 诗 情 。,generated:淮 南 子 有 一 叶 知 年 暮 句 我 悟 到 洞 波 木 叶 情 。,"淮 南 一 叶 下 ， 自 觉 洞 庭 波 。
"
809,modern2poem: 星 月 交 辉 掩 映 山 间 雾 朦 胧 。,generated:月 交 辉 映 山 间 雾 胧 。,"星 月 掩 映 云 曈 昽 。
"
810,modern2poem: 想 带 着 一 瓢 酒 去 看 你 ， 让 你 在 风 雨 夜 里 得 到 些 安 慰 。,generated:想 带 一 酒 去 看 你 在 风 雨 夜 得 些 安 慰 。,"欲 持 一 瓢 酒 ， 远 慰 风 雨 夕 。
"
811,modern2poem: 一 队 整 齐 的 白 鹭 直 冲 向 蔚 蓝 的 天 空 。,generated:一 队 整 齐 白 鹭 直 蔚 空 。,"一 行 白 鹭 上 青 天 。
"
812,modern2poem: 白 雪 似 的 杨 花 飘 落 覆 盖 浮 萍 ， 青 鸟 飞 去 衔 起 地 上 的 红 丝 帕 。,generated:雪 杨 花 飘 盖 青 鸟 飞 上 红 丝 帕 。,"杨 花 雪 落 覆 白 苹 ， 青 鸟 飞 去 衔 红 巾 。
"
